ONS Code (old),ONS Code (new),Area Name                                           ,ONS Cluster,Period,Aggregate Numerator,Aggregate Denominator,Single Year Numerator,Single Year Denominator,Indicator value,Lower 95% CI,Upper 95% CI,Significance
Eng,E92000001,England,N/A,2011/12,n/a,n/a,84465,,46.39329225,46.15965689,46.62708605,n/a
A,E12000001,North East,N/A,2011/12,n/a,n/a,2200,,44.02318032,42.54556059,45.51146748,n/a
B,E12000002,North West,N/A,2011/12,n/a,n/a,7589,,51.88416169,51.04360917,52.72364907,n/a
D,E12000003,Yorkshire and the Humber,N/A,2011/12,n/a,n/a,6516,,49.73076429,48.82486845,50.63683693,n/a
E,E12000004,East Midlands,N/A,2011/12,n/a,n/a,4628,,45.05669604,44.07894489,46.03828009,n/a
F,E12000005,West Midlands,N/A,2011/12,n/a,n/a,7072,,45.76486997,44.94919997,46.58281676,n/a
G,E12000006,East of England,N/A,2011/12,n/a,n/a,4272,,44.63918019,43.63240413,45.65037307,n/a
H,E12000007,London,N/A,2011/12,n/a,n/a,42032,,46.54386816,46.21504574,46.87299126,n/a
J,E12000008,South East,N/A,2011/12,n/a,n/a,7740,,45.00684107,44.25253306,45.76345179,n/a
K,E12000009,South West,N/A,2011/12,n/a,n/a,2416,,37.82782202,36.64840573,39.02181504,n/a
11,E10000002,Buckinghamshire CC,N/A,2011/12,n/a,n/a,429,,41.70679371,38.68340463,44.79385756,n/a
12,E10000003,Cambridgeshire CC,N/A,2011/12,n/a,n/a,238,,44.27285795,40.10917888,48.51860908,n/a
16,E10000006,Cumbria CC,N/A,2011/12,n/a,n/a,59,,42.92755839,35.13472915,51.08751762,n/a
17,E10000007,Derbyshire CC,N/A,2011/12,n/a,n/a,273,,34.54008287,31.30667714,37.92307768,n/a
18,E10000008,Devon CC,N/A,2011/12,n/a,n/a,159,,40.9838632,36.193485,45.95166053,n/a
19,E10000009,Dorset CC,N/A,2011/12,n/a,n/a,65,,36.33162311,29.63078084,43.60873658,n/a
21,E10000011,East Sussex CC,N/A,2011/12,n/a,n/a,239,,43.23238567,39.18809519,47.36894113,n/a
22,E10000012,Essex CC,N/A,2011/12,n/a,n/a,745,,41.29779359,39.0372676,43.59561049,n/a
23,E10000013,Gloucestershire CC,N/A,2011/12,n/a,n/a,315,,31.5176371,28.69285199,34.4860244,n/a
24,E10000014,Hampshire CC,N/A,2011/12,n/a,n/a,641,,39.94021829,37.56296738,42.36583309,n/a
26,E10000015,Hertfordshire CC,N/A,2011/12,n/a,n/a,1547,,47.73621718,46.00535415,49.47253411,n/a
29,E10000016,Kent CC,N/A,2011/12,n/a,n/a,1018,,46.84252822,44.72441307,48.97208276,n/a
30,E10000017,Lancashire CC,N/A,2011/12,n/a,n/a,509,,44.02123488,41.09464223,46.9899867,n/a
31,E10000018,Leicestershire CC,N/A,2011/12,n/a,n/a,535,,51.31771725,48.19971534,54.42549706,n/a
32,E10000019,Lincolnshire CC,N/A,2011/12,n/a,n/a,323,,37.48559328,34.32343763,40.75827975,n/a
33,E10000020,Norfolk CC,N/A,2011/12,n/a,n/a,306,,38.6342833,35.22655158,42.1571178,n/a
34,E10000021,Northamptonshire CC,N/A,2011/12,n/a,n/a,437,,44.3438823,41.23745156,47.49518276,n/a
36,E10000023,North Yorkshire CC,N/A,2011/12,n/a,n/a,251,,37.23757816,33.57841773,41.04905866,n/a
37,E10000024,Nottinghamshire CC,N/A,2011/12,n/a,n/a,741,,38.29962206,36.16451148,40.48085049,n/a
38,E10000025,Oxfordshire CC,N/A,2011/12,n/a,n/a,560,,49.32975214,46.34042829,52.32387604,n/a
40,E10000027,Somerset CC,N/A,2011/12,n/a,n/a,129,,43.0479325,37.49634277,48.77999447,n/a
41,E10000028,Staffordshire CC,N/A,2011/12,n/a,n/a,467,,56.60270613,52.84586006,60.28517922,n/a
42,E10000029,Suffolk CC,N/A,2011/12,n/a,n/a,496,,45.62440526,42.58898012,48.69268379,n/a
43,E10000030,Surrey CC,N/A,2011/12,n/a,n/a,2166,,47.88378122,46.40907862,49.36218146,n/a
44,E10000031,Warwickshire CC,N/A,2011/12,n/a,n/a,269,,43.94699003,40.01849165,47.95282645,n/a
45,E10000032,West Sussex CC,N/A,2011/12,n/a,n/a,389,,47.72761746,44.33389243,51.14245384,n/a
47,E10000034,Worcestershire CC,N/A,2011/12,n/a,n/a,300,,25.31944975,22.97897713,27.81222588,n/a
00AB,E09000002,Barking and Dagenham LB,ONS1.2,2011/12,n/a,n/a,553,,49.85735631,46.87452354,52.84120475,n/a
00AC,E09000003,Barnet LB,ONS2.4,2011/12,n/a,n/a,2431,,48.36154667,46.96792063,49.75772586,n/a
00AD,E09000004,Bexley LB,ONS5.8,2011/12,n/a,n/a,444,,46.77402468,43.57303705,50.00178847,n/a
00AE,E09000005,Brent LB,ONS4.6,2011/12,n/a,n/a,2356,,47.37214521,45.96720892,48.78125495,n/a
00AF,E09000006,Bromley LB,ONS1.3,2011/12,n/a,n/a,714,,45.54194971,43.09277674,48.01287878,n/a
00AG,E09000007,Camden LB,ONS3.5,2011/12,n/a,n/a,1061,,42.68961746,40.74035798,44.66185126,n/a
00AH,E09000008,Croydon LB,ONS2.4,2011/12,n/a,n/a,1463,,52.63283006,50.73422011,54.52385682,n/a
00AJ,E09000009,Ealing LB,ONS2.4,2011/12,n/a,n/a,2471,,45.35122238,44.02217467,46.68692973,n/a
00AK,E09000010,Enfield LB,ONS2.4,2011/12,n/a,n/a,2404,,41.57594002,40.30606955,42.85709491,n/a
00AL,E09000011,Greenwich LB,ONS2.4,2011/12,n/a,n/a,896,,41.77204708,39.66884556,43.9056078,n/a
00AM,E09000012,Hackney LB,ONS4.6,2011/12,n/a,n/a,1196,,48.5880249,46.59999302,50.58053481,n/a
00AN,E09000013,Hammersmith and Fulham LB,ONS3.5,2011/12,n/a,n/a,1897,,51.18096852,49.55645385,52.80299231,n/a
00AP,E09000014,Haringey LB,ONS4.6,2011/12,n/a,n/a,2534,,47.43235988,46.09131848,48.77711541,n/a
00AQ,E09000015,Harrow LB,ONS2.4,2011/12,n/a,n/a,1247,,42.4653724,40.63993873,44.31159236,n/a
00AR,E09000016,Havering LB,ONS5.8,2011/12,n/a,n/a,270,,47.02553165,42.97888027,51.11166945,n/a
00AS,E09000017,Hillingdon LB,ONS1.3,2011/12,n/a,n/a,1651,,54.94622135,53.13790336,56.74156584,n/a
00AT,E09000018,Hounslow LB,ONS2.4,2011/12,n/a,n/a,1760,,48.31069575,46.68173766,49.94325194,n/a
00AU,E09000019,Islington LB,ONS3.5,2011/12,n/a,n/a,1608,,46.73620966,45.06597511,48.41379151,n/a
00AW,E09000020,Kensington and Chelsea LB,ONS3.5,2011/12,n/a,n/a,1550,,46.02976699,44.35256593,47.71600782,n/a
00AX,E09000021,Kingston upon Thames LB,ONS1.3,2011/12,n/a,n/a,369,,41.66148895,38.44501763,44.95055082,n/a
00AY,E09000022,Lambeth LB,ONS4.6,2011/12,n/a,n/a,1337,,47.04721678,45.2162404,48.88617482,n/a
00AZ,E09000023,Lewisham LB,ONS4.6,2011/12,n/a,n/a,1416,,37.85451719,36.25068031,39.48536192,n/a
00BA,E09000024,Merton LB,ONS2.4,2011/12,n/a,n/a,698,,45.44715063,42.90437374,48.01389822,n/a
00BB,E09000025,Newham LB,ONS4.6,2011/12,n/a,n/a,1093,,49.79144666,47.66490503,51.91874305,n/a
00BC,E09000026,Redbridge LB,ONS2.4,2011/12,n/a,n/a,940,,49.38084965,47.14036728,51.62382155,n/a
00BD,E09000027,Richmond upon Thames LB,ONS1.3,2011/12,n/a,n/a,596,,47.92371012,45.13734837,50.72305027,n/a
00BE,E09000028,Southwark LB,ONS4.6,2011/12,n/a,n/a,1139,,45.36304998,43.41658796,47.3237924,n/a
00BF,E09000029,Sutton LB,ONS1.3,2011/12,n/a,n/a,559,,45.84042575,43.00058248,48.70755227,n/a
00BG,E09000030,Tower Hamlets LB,ONS3.5,2011/12,n/a,n/a,880,,56.17959378,53.64758726,58.67981847,n/a
00BH,E09000031,Waltham Forest LB,ONS2.4,2011/12,n/a,n/a,703,,41.86643923,39.51777319,44.25256218,n/a
00BJ,E09000032,Wandsworth LB,ONS3.5,2011/12,n/a,n/a,1186,,46.10543206,44.13582246,48.08727773,n/a
00BK,E09000033,City of Westminster LB,ONS3.5,2011/12,n/a,n/a,2610,,45.72219562,44.41983997,47.03042501,n/a
00BL,E08000001,Bolton MCD,ONS1.2,2011/12,n/a,n/a,205,,40.81051609,36.40664511,45.36706458,n/a
00BM,E08000002,Bury MCD,ONS5.7,2011/12,n/a,n/a,335,,39.49936175,36.14660377,42.95390585,n/a
00BN,E08000003,Manchester MCD,ONS1.2,2011/12,n/a,n/a,2613,,57.288618,55.75764629,58.80575232,n/a
00BP,E08000004,Oldham MCD,ONS1.2,2011/12,n/a,n/a,165,,47.26134292,41.94517315,52.64035233,n/a
