ONS Code (old),ONS Code (new),Area Name                                           ,ONS Cluster,Period,Aggregate Numerator,Aggregate Denominator,Single Year Numerator,Single Year Denominator,Indicator value,Lower 95% CI,Upper 95% CI,Significance
00AU,E09000019,Islington LB,ONS3.5,2011/12,n/a,n/a,123,,33.99622537,29.31620416,39.01102244,n/a
00AW,E09000020,Kensington and Chelsea LB,ONS3.5,2011/12,n/a,n/a,50,,33.15676279,26.1455537,41.00424734,n/a
00AX,E09000021,Kingston upon Thames LB,ONS1.3,2011/12,n/a,n/a,62,,38.32737162,31.25297788,45.9331777,n/a
00AY,E09000022,Lambeth LB,ONS4.6,2011/12,n/a,n/a,126,,36.45351552,31.60361843,41.5950555,n/a
00AZ,E09000023,Lewisham LB,ONS4.6,2011/12,n/a,n/a,78,,28.47070755,23.39091829,34.16174044,n/a
00BA,E09000024,Merton LB,ONS2.4,2011/12,n/a,n/a,75,,37.96739251,31.43533823,44.96659798,n/a
00BB,E09000025,Newham LB,ONS4.6,2011/12,n/a,n/a,106,,39.19853699,33.54093208,45.16195535,n/a
00BC,E09000026,Redbridge LB,ONS2.4,2011/12,n/a,n/a,79,,33.83008141,28.16610187,39.99883027,n/a
00BD,E09000027,Richmond upon Thames LB,ONS1.3,2011/12,n/a,n/a,36,,33.54334267,25.27500966,42.96143727,n/a
00BE,E09000028,Southwark LB,ONS4.6,2011/12,n/a,n/a,229,,40.0841193,36.01710881,44.29245938,n/a
00BF,E09000029,Sutton LB,ONS1.3,2011/12,n/a,n/a,55,,30.3559,24.11782398,37.41196601,n/a
00BG,E09000030,Tower Hamlets LB,ONS3.5,2011/12,n/a,n/a,179,,43.6860676,38.89086749,48.602274,n/a
00BH,E09000031,Waltham Forest LB,ONS2.4,2011/12,n/a,n/a,130,,42.80379904,37.14399741,48.6583976,n/a
00BJ,E09000032,Wandsworth LB,ONS3.5,2011/12,n/a,n/a,91,,34.480706,28.97432761,40.43774891,n/a
00BK,E09000033,City of Westminster LB,ONS3.5,2011/12,n/a,n/a,151,,35.04932986,30.67303578,39.69252529,n/a
00BL,E08000001,Bolton MCD,ONS1.2,2011/12,n/a,n/a,45,,44.33381739,34.62119689,54.49983777,n/a
00BM,E08000002,Bury MCD,ONS5.7,2011/12,n/a,n/a,32,,29.78133367,22.14367588,38.74244197,n/a
00BN,E08000003,Manchester MCD,ONS1.2,2011/12,n/a,n/a,577,,40.64859901,38.01240546,43.33979123,n/a
00BP,E08000004,Oldham MCD,ONS1.2,2011/12,n/a,n/a,38,,38.12571826,28.80712794,48.40900656,n/a
00BQ,E08000005,Rochdale MCD,ONS1.2,2011/12,n/a,n/a,47,,48.09712508,38.22745952,58.11756198,n/a
00BR,E08000006,Salford MCD,ONS1.1,2011/12,n/a,n/a,85,,37.51210107,31.35246006,44.10439968,n/a
00BS,E08000007,Stockport MCD,ONS5.7,2011/12,n/a,n/a,83,,37.73701198,31.6830941,44.19929767,n/a
00BT,E08000008,Tameside MCD,ONS7.11,2011/12,n/a,n/a,45,,33.42285764,25.68319357,42.17137365,n/a
00BU,E08000009,Trafford MCD,ONS5.7,2011/12,n/a,n/a,84,,37.65473532,31.51496551,44.21834538,n/a
00BW,E08000010,Wigan MCD,ONS7.12,2011/12,n/a,n/a,45,,29.67683145,22.83920996,37.56491957,n/a
00BX,E08000011,Knowsley MCD,ONS7.11,2011/12,n/a,n/a,13,,24.90455093,15.21465728,37.99983137,n/a
00BY,E08000012,Liverpool MCD,ONS1.1,2011/12,n/a,n/a,403,,38.91412231,35.90702946,42.0079914,n/a
00BZ,E08000013,St Helens MCD,ONS7.11,2011/12,n/a,n/a,35,,49.69667752,38.22963737,61.19571572,n/a
00CA,E08000014,Sefton MCD,ONS7.11,2011/12,n/a,n/a,48,,32.09350257,25.23696731,39.82067569,n/a
00CB,E08000015,Wirral MCD,ONS7.11,2011/12,n/a,n/a,101,,44.13861727,37.90679183,50.56072237,n/a
00CC,E08000016,Barnsley MCD,ONS7.12,2011/12,n/a,n/a,17,,28.12986699,18.2704112,40.6627567,n/a
00CE,E08000017,Doncaster MCD,ONS7.12,2011/12,n/a,n/a,53,,38.70130289,30.61323609,47.46450209,n/a
00CF,E08000018,Rotherham MCD,ONS7.12,2011/12,n/a,n/a,25,,33.85197174,23.82577741,45.57310632,n/a
00CG,E08000019,Sheffield MCD,ONS1.1,2011/12,n/a,n/a,169,,34.91227692,30.6203439,39.4636087,n/a
00CH,E08000020,Gateshead MCD,ONS7.11,2011/12,n/a,n/a,43,,36.72650339,28.40129403,45.92670995,n/a
00CJ,E08000021,Newcastle upon Tyne MCD,ONS1.1,2011/12,n/a,n/a,144,,32.37952144,28.14250869,36.92662864,n/a
00CK,E08000022,North Tyneside MCD,ONS7.11,2011/12,n/a,n/a,34,,49.29918191,37.77686361,60.89643363,n/a
00CL,E08000023,South Tyneside MCD,ONS7.11,2011/12,n/a,n/a,,,,,,n/a
00CM,E08000024,Sunderland MCD,ONS7.11,2011/12,n/a,n/a,46,,42.47425397,33.34816786,52.14395205,n/a
00CN,E08000025,Birmingham MCD,ONS1.2,2011/12,n/a,n/a,566,,49.72638895,46.70117158,52.75361096,n/a
00CQ,E08000026,Coventry MCD,ONS1.2,2011/12,n/a,n/a,102,,47.05965188,40.04223419,54.19526532,n/a
00CR,E08000027,Dudley MCD,ONS7.12,2011/12,n/a,n/a,33,,44.12013092,33.08475809,55.7686487,n/a
00CS,E08000028,Sandwell MCD,ONS1.2,2011/12,n/a,n/a,63,,37.46220564,30.20270092,45.33329577,n/a
00CT,E08000029,Solihull MCD,ONS5.7,2011/12,n/a,n/a,32,,41.81614803,31.56195541,52.83011852,n/a
00CU,E08000030,Walsall MCD,ONS1.2,2011/12,n/a,n/a,33,,50.99786053,38.73428667,63.14249265,n/a
00CW,E08000031,Wolverhampton MCD,ONS1.2,2011/12,n/a,n/a,43,,49.96930672,38.99981417,60.94175472,n/a
00CX,E08000032,Bradford MCD,ONS1.2,2011/12,n/a,n/a,56,,30.85654728,24.55089932,37.96676664,n/a
00CY,E08000033,Calderdale MCD,ONS1.2,2011/12,n/a,n/a,25,,32.75144253,23.26306054,43.89608065,n/a
00CZ,E08000034,Kirklees MCD,ONS1.2,2011/12,n/a,n/a,62,,51.81378986,42.4518756,61.05006915,n/a
00DA,E08000035,Leeds MCD,ONS1.1,2011/12,n/a,n/a,241,,45.46761527,41.18824038,49.81500586,n/a
00DB,E08000036,Wakefield MCD,ONS7.12,2011/12,n/a,n/a,43,,45.75839521,35.43093124,56.46373673,n/a
00EB,E06000001,Hartlepool UA,ONS7.11,2011/12,n/a,n/a,,,,,,n/a
00EC,E06000002,Middlesbrough UA,ONS7.11,2011/12,n/a,n/a,29,,36.50598389,26.61751205,47.6810903,n/a
00EE,E06000003,Redcar and Cleveland UA,ONS7.11,2011/12,n/a,n/a,12,,46.50230666,29.04381021,64.86211949,n/a
00EF,E06000004,Stockton-on-Tees UA,ONS7.12,2011/12,n/a,n/a,23,,29.38566412,20.19795427,40.62511949,n/a
00EH,E06000005,Darlington UA,ONS7.11,2011/12,n/a,n/a,14,,31.34631679,19.74783153,45.86382565,n/a
00EJ,E06000047,County Durham UA,ONS7.11,2011/12,n/a,n/a,44,,38.29403767,29.62847744,47.77347337,n/a
00EM,E06000048,Northumberland UA,ONS5.7,2011/12,n/a,n/a,32,,41.12498559,30.98829515,52.0754241,n/a
00EQ,E06000049,Cheshire East UA,ONS5.7,2011/12,n/a,n/a,42,,43.7281745,34.57368962,53.33077964,n/a
00ET,E06000006,Halton UA,ONS7.11,2011/12,n/a,n/a,9,,54.05622693,32.49157734,74.20181201,n/a
00EU,E06000007,Warrington UA,ONS5.7,2011/12,n/a,n/a,58,,40.44556801,32.56359107,48.8532747,n/a
00EW,E06000050,Cheshire West and Chester UA,ONS5.7,2011/12,n/a,n/a,34,,32.4082333,24.30630055,41.72219624,n/a
00EX,E06000008,Blackburn with Darwen UA,ONS1.2,2011/12,n/a,n/a,27,,37.72874654,26.87280229,49.97326196,n/a
00EY,E06000009,Blackpool UA,ONS6.10,2011/12,n/a,n/a,16,,40.3174161,26.14680819,56.3121103,n/a
00FA,E06000010,Kingston upon Hull UA,ONS7.11,2011/12,n/a,n/a,52,,40.59955617,32.08670107,49.71753054,n/a
00FB,E06000011,East Riding of Yorkshire UA,ONS5.7,2011/12,n/a,n/a,20,,37.14087235,25.66127735,50.28231262,n/a
00FC,E06000012,North East Lincolnshire UA,ONS7.12,2011/12,n/a,n/a,18,,41.92439215,28.5334719,56.62077871,n/a
00FD,E06000013,North Lincolnshire UA,ONS7.12,2011/12,n/a,n/a,14,,28.86590244,18.19127815,42.54670659,n/a
00FF,E06000014,York UA,ONS5.7,2011/12,n/a,n/a,38,,51.3416354,39.6384971,62.89949001,n/a
00FK,E06000015,Derby UA,ONS1.2,2011/12,n/a,n/a,41,,33.22569331,25.38440905,42.12179714,n/a
00FN,E06000016,Leicester UA,ONS1.2,2011/12,n/a,n/a,101,,45.30569703,38.84681398,51.92660477,n/a
00FP,E06000017,Rutland UA,ONS5.7,2011/12,n/a,n/a,0,,,,,n/a
00FY,E06000018,Nottingham UA,ONS1.2,2011/12,n/a,n/a,102,,50.4680682,43.52171537,57.39639822,n/a
00GA,E06000019,County of Herefordshire UA,ONS5.7,2011/12,n/a,n/a,9,,27.22696001,14.44702909,45.3229914,n/a
00GF,E06000020,Telford and Wrekin UA,ONS7.12,2011/12,n/a,n/a,29,,39.61449157,29.23203809,51.02567563,n/a
00GG,E06000051,Shropshire UA,ONS5.7,2011/12,n/a,n/a,23,,39.11116337,27.57166112,52.01204628,n/a
00GL,E06000021,Stoke-on-Trent UA,ONS7.11,2011/12,n/a,n/a,83,,39.73711353,32.86271064,47.04194221,n/a
00HA,E06000022,Bath and North East Somerset UA,ONS5.7,2011/12,n/a,n/a,20,,43.39466498,30.40653348,57.35817314,n/a
00HB,E06000023,Bristol UA,ONS1.1,2011/12,n/a,n/a,78,,33.67958992,27.78613983,40.12843032,n/a
00HC,E06000024,North Somerset UA,ONS5.7,2011/12,n/a,n/a,15,,29.07949744,18.67731124,42.26420522,n/a
00HD,E06000025,South Gloucestershire UA,ONS5.7,2011/12,n/a,n/a,31,,34.72856576,25.70821035,44.99695315,n/a
00HE,E06000052,Cornwall UA,ONS6.10,2011/12,n/a,n/a,33,,32.65967469,24.33156145,42.2468177,n/a
00HG,E06000026,Plymouth UA,ONS1.1,2011/12,n/a,n/a,37,,29.64595012,22.45824174,38.00653871,n/a
00HH,E06000027,Torbay UA,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
00HN,E06000028,Bournemouth UA,ONS1.1,2011/12,n/a,n/a,41,,39.87197231,31.01872992,49.4409957,n/a
00HP,E06000029,Poole UA,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
00HX,E06000030,Swindon UA,ONS5.8,2011/12,n/a,n/a,28,,36.93295502,26.84327494,48.31065547,n/a
00HY,E06000054,Wiltshire UA,ONS5.7,2011/12,n/a,n/a,39,,29.86143022,22.61712929,38.27829951,n/a
00JA,E06000031,Peterborough UA,ONS5.8,2011/12,n/a,n/a,40,,48.63116559,37.9989074,59.38876894,n/a
00KA,E06000032,Luton UA,ONS2.4,2011/12,n/a,n/a,55,,43.3670418,34.94060434,52.19529505,n/a
00KB,E06000055,Bedford UA,ONS5.8,2011/12,n/a,n/a,18,,51.42780891,35.96535438,66.62169093,n/a
00KC,E06000056,Central Bedfordshire UA,ONS5.7,2011/12,n/a,n/a,25,,40.35663394,29.42595408,52.33657449,n/a
00KF,E06000033,Southend-on-Sea UA,ONS1.1,2011/12,n/a,n/a,42,,36.98612593,28.85159746,45.93346189,n/a
00KG,E06000034,Thurrock UA,ONS5.8,2011/12,n/a,n/a,19,,33.11262649,22.50165309,45.77203929,n/a
00LC,E06000035,Medway UA,ONS5.8,2011/12,n/a,n/a,30,,41.50798919,30.5763642,53.34478641,n/a
00MA,E06000036,Bracknell Forest UA,ONS5.9,2011/12,n/a,n/a,8,,32.23949153,17.46176572,51.69118315,n/a
00MB,E06000037,West Berkshire UA,ONS5.9,2011/12,n/a,n/a,17,,34.41118769,22.31839813,48.92917061,n/a
00MC,E06000038,Reading UA,ONS1.3,2011/12,n/a,n/a,38,,38.02689036,28.60142744,48.45067615,n/a
00MD,E06000039,Slough UA,ONS2.4,2011/12,n/a,n/a,21,,42.47495818,29.60635709,56.45139901,n/a
00ME,E06000040,Windsor and Maidenhead UA,ONS5.9,2011/12,n/a,n/a,27,,41.61528692,30.18308634,54.0267986,n/a
00MF,E06000041,Wokingham UA,ONS5.9,2011/12,n/a,n/a,20,,32.95619671,22.46850082,45.4683738,n/a
00MG,E06000042,Milton Keynes UA,ONS5.8,2011/12,n/a,n/a,62,,34.47627309,27.87479945,41.73645895,n/a
00ML,E06000043,Brighton and Hove UA,ONS1.1,2011/12,n/a,n/a,57,,43.1117344,34.90866163,51.7110507,n/a
00MR,E06000044,Portsmouth UA,ONS1.1,2011/12,n/a,n/a,29,,45.85126388,34.07016258,58.11522703,n/a
00MS,E06000045,Southampton UA,ONS1.1,2011/12,n/a,n/a,94,,43.15225389,36.45616289,50.10839101,n/a
00MW,E06000046,Isle of Wight UA,ONS6.10,2011/12,n/a,n/a,11,,59.54154657,34.8230598,80.21241165,n/a
11UB,E07000004,Aylesbury Vale CD,ONS5.9,2011/12,n/a,n/a,19,,37.88318589,25.63134359,51.90407687,n/a
11UC,E07000005,Chiltern CD,ONS5.9,2011/12,n/a,n/a,10,,46.06534674,28.32147618,64.86581911,n/a
11UE,E07000006,South Bucks CD,ONS5.9,2011/12,n/a,n/a,13,,36.97357127,23.13029225,53.35164683,n/a
11UF,E07000007,Wycombe CD,ONS5.9,2011/12,n/a,n/a,14,,17.62840849,10.78363237,27.47962499,n/a
12UB,E07000008,Cambridge CD,ONS1.3,2011/12,n/a,n/a,63,,30.60907451,24.69918444,37.23383116,n/a
12UC,E07000009,East Cambridgeshire CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
12UD,E07000010,Fenland CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
12UE,E07000011,Huntingdonshire CD,ONS5.7,2011/12,n/a,n/a,14,,31.05054619,19.53036667,45.52190142,n/a
12UG,E07000012,South Cambridgeshire CD,ONS5.9,2011/12,n/a,n/a,24,,23.47691622,16.27364291,32.62615629,n/a
16UB,E07000026,Allerdale CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
16UC,E07000027,Barrow-in-Furness CD,ONS7.11,2011/12,n/a,n/a,13,,53.7934985,35.45824742,71.1569855,n/a
16UD,E07000028,Carlisle CD,ONS6.10,2011/12,n/a,n/a,20,,66.63363553,49.76096989,80.10521899,n/a
16UE,E07000029,Copeland CD,ONS7.11,2011/12,n/a,n/a,8,,40.60889529,21.4202211,63.16878064,n/a
16UF,E07000030,Eden CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
16UG,E07000031,South Lakeland CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
17UB,E07000032,Amber Valley CD,ONS7.12,2011/12,n/a,n/a,7,,38.34605682,19.67569148,61.22826397,n/a
17UC,E07000033,Bolsover CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
17UD,E07000034,Chesterfield CD,ONS7.12,2011/12,n/a,n/a,9,,23.88666788,13.12049098,39.47332771,n/a
17UF,E07000035,Derbyshire Dales CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
17UG,E07000036,Erewash CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
17UH,E07000037,High Peak CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
17UJ,E07000038,North East Derbyshire CD,ONS7.12,2011/12,n/a,n/a,,,,,,n/a
17UK,E07000039,South Derbyshire CD,ONS5.7,2011/12,n/a,n/a,10,,32.17954032,18.42990854,49.91054368,n/a
18UB,E07000040,East Devon CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
18UC,E07000041,Exeter CD,ONS1.1,2011/12,n/a,n/a,16,,31.05075364,20.00004008,44.78890859,n/a
18UD,E07000042,Mid Devon CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
18UE,E07000043,North Devon CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
18UG,E07000044,South Hams CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
18UH,E07000045,Teignbridge CD,ONS6.10,2011/12,n/a,n/a,10,,29.66934376,17.26140052,46.03401103,n/a
18UK,E07000046,Torridge CD,ONS6.10,2011/12,n/a,n/a,0,,,,,n/a
18UL,E07000047,West Devon CD,ONS6.10,2011/12,n/a,n/a,0,,,,,n/a
19UC,E07000048,Christchurch CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
19UD,E07000049,East Dorset CD,ONS5.7,2011/12,n/a,n/a,0,,,,,n/a
19UE,E07000050,North Dorset CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
19UG,E07000051,Purbeck CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
19UH,E07000052,West Dorset CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
19UJ,E07000053,Weymouth and Portland CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
21UC,E07000061,Eastbourne CD,ONS1.1,2011/12,n/a,n/a,13,,28.5053218,17.6634627,42.56191554,n/a
21UD,E07000062,Hastings CD,ONS1.1,2011/12,n/a,n/a,16,,46.32576312,30.82003174,62.57616661,n/a
21UF,E07000063,Lewes CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
21UG,E07000064,Rother CD,ONS6.10,2011/12,n/a,n/a,,,,,,n/a
21UH,E07000065,Wealden CD,ONS5.7,2011/12,n/a,n/a,8,,45.52997879,25.99075152,66.54974506,n/a
22UB,E07000066,Basildon CD,ONS5.8,2011/12,n/a,n/a,23,,46.96593297,34.27446443,60.06233256,n/a
22UC,E07000067,Braintree CD,ONS5.7,2011/12,n/a,n/a,16,,37.50097978,24.74873414,52.26072612,n/a
22UD,E07000068,Brentwood CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
22UE,E07000069,Castle Point CD,ONS5.7,2011/12,n/a,n/a,8,,16.49627235,8.465993888,29.67420439,n/a
22UF,E07000070,Chelmsford CD,ONS5.9,2011/12,n/a,n/a,21,,27.567024,18.95138702,38.25093648,n/a
22UG,E07000071,Colchester CD,ONS5.7,2011/12,n/a,n/a,42,,43.71252015,34.22253236,53.68624808,n/a
22UH,E07000072,Epping Forest CD,ONS5.9,2011/12,n/a,n/a,16,,33.62989537,22.1287477,47.46509192,n/a
22UJ,E07000073,Harlow CD,ONS5.8,2011/12,n/a,n/a,28,,44.80141048,33.5213034,56.64311253,n/a
22UK,E07000074,Maldon CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
22UL,E07000075,Rochford CD,ONS5.9,2011/12,n/a,n/a,8,,43.23691808,24.86355463,63.68041209,n/a
22UN,E07000076,Tendring CD,ONS6.10,2011/12,n/a,n/a,11,,36.31088085,21.61269002,54.10545702,n/a
22UQ,E07000077,Uttlesford CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
23UB,E07000078,Cheltenham CD,ONS5.7,2011/12,n/a,n/a,7,,11.95438759,5.95117068,22.56066233,n/a
23UC,E07000079,Cotswold CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
23UD,E07000080,Forest of Dean CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
23UE,E07000081,Gloucester CD,ONS5.8,2011/12,n/a,n/a,16,,28.91909347,18.8109833,41.67099025,n/a
23UF,E07000082,Stroud CD,ONS5.7,2011/12,n/a,n/a,6,,31.39135692,15.37988508,53.52762109,n/a
23UG,E07000083,Tewkesbury CD,ONS5.7,2011/12,n/a,n/a,,,,,,n/a
24UB,E07000084,Basingstoke and Deane CD,ONS5.9,2011/12,n/a,n/a,43,,46.92736372,36.75662267,57.35991552,n/a
24UC,E07000085,East Hampshire CD,ONS5.9,2011/12,n/a,n/a,,,,,,n/a
24UD,E07000086,Eastleigh CD,ONS5.7,2011/12,n/a,n/a,34,,52.95305548,41.09829796,64.48375157,n/a
24UE,E07000087,Fareham CD,ONS5.7,2011/12,n/a,n/a,9,,41.16755084,22.93952872,62.19051406,n/a
24UF,E07000088,Gosport CD,ONS5.8,2011/12,n/a,n/a,,,,,,n/a
24UG,E07000089,Hart CD,ONS5.9,2011/12,n/a,n/a,12,,38.91827691,24.31914089,55.81763503,n/a
24UH,E07000090,Havant CD,ONS7.12,2011/12,n/a,n/a,8,,40.05255118,21.91809553,61.39374979,n/a
24UJ,E07000091,New Forest CD,ONS5.7,2011/12,n/a,n/a,22,,41.15857151,28.96231312,54.54708116,n/a
24UL,E07000092,Rushmoor CD,ONS5.8,2011/12,n/a,n/a,17,,46.18674174,31.76578303,61.2753731,n/a
24UN,E07000093,Test Valley CD,ONS5.9,2011/12,n/a,n/a,10,,34.52602698,19.74305769,53.05999173,n/a
24UP,E07000094,Winchester CD,ONS5.9,2011/12,n/a,n/a,12,,34.40996078,21.32002803,50.38964704,n/a
